tier,oracle,algorithm,seed,status,checked,n_mismatches_sampled,max_abs_error,examples,path
medium,hba,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hba/screening/seed_1/results_screening_hba_1.yaml
medium,hba,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hba/screening/seed_2/results_screening_hba_2.yaml
medium,hba,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/selfies_ga/seed_0/results_selfies_ga_hba_0.yaml
medium,hba,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/selfies_ga/seed_1/results_selfies_ga_hba_1.yaml
medium,hba,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/selfies_ga/seed_2/results_selfies_ga_hba_2.yaml
medium,hba,smiles_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/smiles_ga/seed_0/results_smiles_ga_hba_0.yaml
medium,hba,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/smiles_ga/seed_1/results_smiles_ga_hba_1.yaml
medium,hba,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/smiles_ga/seed_2/results_smiles_ga_hba_2.yaml
medium,hba,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/stoned/seed_0/results_stoned_hba_0.yaml
medium,hba,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/stoned/seed_1/results_stoned_hba_1.yaml
medium,hba,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hba/stoned/seed_2/results_stoned_hba_2.yaml
medium,hbd,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/gpbo/seed_0/results_gp_bo_hbd_0.yaml
medium,hbd,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/gpbo/seed_1/results_gp_bo_hbd_1.yaml
medium,hbd,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/gpbo/seed_2/results_gp_bo_hbd_2.yaml
medium,hbd,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/graph_ga/seed_0/results_graph_ga_hbd_0.yaml
medium,hbd,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/graph_ga/seed_1/results_graph_ga_hbd_1.yaml
medium,hbd,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/graph_ga/seed_2/results_graph_ga_hbd_2.yaml
medium,hbd,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hbd/graph_mcts/seed_0/results_graph_mcts_hbd_0.yaml
medium,hbd,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hbd/graph_mcts/seed_1/results_graph_mcts_hbd_1.yaml
medium,hbd,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hbd/graph_mcts/seed_2/results_graph_mcts_hbd_2.yaml
medium,hbd,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/mimosa/seed_0/results_mimosa_hbd_0.yaml
medium,hbd,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/mimosa/seed_1/results_mimosa_hbd_1.yaml
medium,hbd,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/mimosa/seed_2/results_mimosa_hbd_2.yaml
medium,hbd,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/moldqn/seed_0/results_moldqn_hbd_0.yaml
medium,hbd,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/moldqn/seed_1/results_moldqn_hbd_1.yaml
medium,hbd,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/moldqn/seed_2/results_moldqn_hbd_2.yaml
medium,hbd,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/reinvent/seed_0/results_reinvent_hbd_0.yaml
medium,hbd,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/reinvent/seed_1/results_reinvent_hbd_1.yaml
medium,hbd,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/reinvent/seed_2/results_reinvent_hbd_2.yaml
medium,hbd,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/reinvent_selfies/seed_0/results_reinvent_selfies_hbd_0.yaml
medium,hbd,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/reinvent_selfies/seed_1/results_reinvent_selfies_hbd_1.yaml
medium,hbd,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/reinvent_selfies/seed_2/results_reinvent_selfies_hbd_2.yaml
medium,hbd,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hbd/screening/seed_0/results_screening_hbd_0.yaml
medium,hbd,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hbd/screening/seed_1/results_screening_hbd_1.yaml
medium,hbd,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hbd/screening/seed_2/results_screening_hbd_2.yaml
medium,hbd,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/selfies_ga/seed_0/results_selfies_ga_hbd_0.yaml
medium,hbd,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/selfies_ga/seed_1/results_selfies_ga_hbd_1.yaml
medium,hbd,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/selfies_ga/seed_2/results_selfies_ga_hbd_2.yaml
medium,hbd,smiles_ga,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/hbd/smiles_ga/seed_0/results_smiles_ga_hbd_0.yaml
medium,hbd,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/smiles_ga/seed_1/results_smiles_ga_hbd_1.yaml
medium,hbd,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/smiles_ga/seed_2/results_smiles_ga_hbd_2.yaml
medium,hbd,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/stoned/seed_0/results_stoned_hbd_0.yaml
medium,hbd,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/stoned/seed_1/results_stoned_hbd_1.yaml
medium,hbd,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/hbd/stoned/seed_2/results_stoned_hbd_2.yaml
medium,logp,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/gpbo/seed_0/results_gp_bo_logp_0.yaml
medium,logp,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/gpbo/seed_1/results_gp_bo_logp_1.yaml
medium,logp,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/gpbo/seed_2/results_gp_bo_logp_2.yaml
medium,logp,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/graph_ga/seed_0/results_graph_ga_logp_0.yaml
medium,logp,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/graph_ga/seed_1/results_graph_ga_logp_1.yaml
medium,logp,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/graph_ga/seed_2/results_graph_ga_logp_2.yaml
medium,logp,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/logp/graph_mcts/seed_0/results_graph_mcts_logp_0.yaml
medium,logp,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/logp/graph_mcts/seed_1/results_graph_mcts_logp_1.yaml
medium,logp,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/logp/graph_mcts/seed_2/results_graph_mcts_logp_2.yaml
medium,logp,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/mimosa/seed_0/results_mimosa_logp_0.yaml
medium,logp,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/mimosa/seed_1/results_mimosa_logp_1.yaml
medium,logp,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/mimosa/seed_2/results_mimosa_logp_2.yaml
medium,logp,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/moldqn/seed_0/results_moldqn_logp_0.yaml
medium,logp,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/moldqn/seed_1/results_moldqn_logp_1.yaml
medium,logp,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/moldqn/seed_2/results_moldqn_logp_2.yaml
medium,logp,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/reinvent/seed_0/results_reinvent_logp_0.yaml
medium,logp,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/reinvent/seed_1/results_reinvent_logp_1.yaml
medium,logp,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/reinvent/seed_2/results_reinvent_logp_2.yaml
medium,logp,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/reinvent_selfies/seed_0/results_reinvent_selfies_logp_0.yaml
medium,logp,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/reinvent_selfies/seed_1/results_reinvent_selfies_logp_1.yaml
medium,logp,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/reinvent_selfies/seed_2/results_reinvent_selfies_logp_2.yaml
medium,logp,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/logp/screening/seed_0/results_screening_logp_0.yaml
medium,logp,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/logp/screening/seed_1/results_screening_logp_1.yaml
medium,logp,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/logp/screening/seed_2/results_screening_logp_2.yaml
medium,logp,smiles_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/smiles_ga/seed_0/results_smiles_ga_logp_0.yaml
medium,logp,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/smiles_ga/seed_1/results_smiles_ga_logp_1.yaml
medium,logp,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/smiles_ga/seed_2/results_smiles_ga_logp_2.yaml
medium,logp,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/stoned/seed_0/results_stoned_logp_0.yaml
medium,logp,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/stoned/seed_1/results_stoned_logp_1.yaml
medium,logp,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/logp/stoned/seed_2/results_stoned_logp_2.yaml
medium,mol_wt,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/gpbo/seed_0/results_gp_bo_mol_wt_0.yaml
medium,mol_wt,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/gpbo/seed_1/results_gp_bo_mol_wt_1.yaml
medium,mol_wt,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/gpbo/seed_2/results_gp_bo_mol_wt_2.yaml
medium,mol_wt,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/graph_ga/seed_0/results_graph_ga_mol_wt_0.yaml
medium,mol_wt,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/graph_ga/seed_1/results_graph_ga_mol_wt_1.yaml
medium,mol_wt,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/graph_ga/seed_2/results_graph_ga_mol_wt_2.yaml
medium,mol_wt,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/mol_wt/graph_mcts/seed_0/results_graph_mcts_mol_wt_0.yaml
medium,mol_wt,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/mol_wt/graph_mcts/seed_1/results_graph_mcts_mol_wt_1.yaml
medium,mol_wt,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/mol_wt/graph_mcts/seed_2/results_graph_mcts_mol_wt_2.yaml
medium,mol_wt,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/mimosa/seed_0/results_mimosa_mol_wt_0.yaml
medium,mol_wt,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/mimosa/seed_1/results_mimosa_mol_wt_1.yaml
medium,mol_wt,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/mimosa/seed_2/results_mimosa_mol_wt_2.yaml
medium,mol_wt,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/moldqn/seed_0/results_moldqn_mol_wt_0.yaml
medium,mol_wt,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/moldqn/seed_1/results_moldqn_mol_wt_1.yaml
medium,mol_wt,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/moldqn/seed_2/results_moldqn_mol_wt_2.yaml
medium,mol_wt,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/reinvent/seed_0/results_reinvent_mol_wt_0.yaml
medium,mol_wt,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/reinvent/seed_1/results_reinvent_mol_wt_1.yaml
medium,mol_wt,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/reinvent/seed_2/results_reinvent_mol_wt_2.yaml
medium,mol_wt,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/reinvent_selfies/seed_0/results_reinvent_selfies_mol_wt_0.yaml
medium,mol_wt,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/reinvent_selfies/seed_1/results_reinvent_selfies_mol_wt_1.yaml
medium,mol_wt,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/reinvent_selfies/seed_2/results_reinvent_selfies_mol_wt_2.yaml
medium,mol_wt,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/mol_wt/screening/seed_0/results_screening_mol_wt_0.yaml
medium,mol_wt,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/mol_wt/screening/seed_1/results_screening_mol_wt_1.yaml
medium,mol_wt,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/mol_wt/screening/seed_2/results_screening_mol_wt_2.yaml
medium,mol_wt,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/selfies_ga/seed_0/results_selfies_ga_mol_wt_0.yaml
medium,mol_wt,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/selfies_ga/seed_1/results_selfies_ga_mol_wt_1.yaml
medium,mol_wt,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/selfies_ga/seed_2/results_selfies_ga_mol_wt_2.yaml
medium,mol_wt,smiles_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/smiles_ga/seed_0/results_smiles_ga_mol_wt_0.yaml
medium,mol_wt,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/smiles_ga/seed_1/results_smiles_ga_mol_wt_1.yaml
medium,mol_wt,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/smiles_ga/seed_2/results_smiles_ga_mol_wt_2.yaml
medium,mol_wt,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/stoned/seed_0/results_stoned_mol_wt_0.yaml
medium,mol_wt,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/stoned/seed_1/results_stoned_mol_wt_1.yaml
medium,mol_wt,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/mol_wt/stoned/seed_2/results_stoned_mol_wt_2.yaml
medium,qed,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/gpbo/seed_0/results_gp_bo_qed_0.yaml
medium,qed,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/gpbo/seed_1/results_gp_bo_qed_1.yaml
medium,qed,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/gpbo/seed_2/results_gp_bo_qed_2.yaml
medium,qed,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/graph_ga/seed_0/results_graph_ga_qed_0.yaml
medium,qed,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/graph_ga/seed_1/results_graph_ga_qed_1.yaml
medium,qed,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/graph_ga/seed_2/results_graph_ga_qed_2.yaml
medium,qed,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/graph_mcts/seed_0/results_graph_mcts_qed_0.yaml
medium,qed,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/graph_mcts/seed_1/results_graph_mcts_qed_1.yaml
medium,qed,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/graph_mcts/seed_2/results_graph_mcts_qed_2.yaml
medium,qed,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/mimosa/seed_0/results_mimosa_qed_0.yaml
medium,qed,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/mimosa/seed_1/results_mimosa_qed_1.yaml
medium,qed,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/mimosa/seed_2/results_mimosa_qed_2.yaml
medium,qed,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/moldqn/seed_0/results_moldqn_qed_0.yaml
medium,qed,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/moldqn/seed_1/results_moldqn_qed_1.yaml
medium,qed,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/moldqn/seed_2/results_moldqn_qed_2.yaml
medium,qed,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent/seed_0/results_reinvent_qed_0.yaml
medium,qed,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent/seed_1/results_reinvent_qed_1.yaml
medium,qed,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent/seed_2/results_reinvent_qed_2.yaml
medium,qed,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent_selfies/seed_0/results_reinvent_selfies_qed_0.yaml
medium,qed,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent_selfies/seed_1/results_reinvent_selfies_qed_1.yaml
medium,qed,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent_selfies/seed_2/results_reinvent_selfies_qed_2.yaml
medium,qed,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/screening/seed_0/results_screening_qed_0.yaml
medium,qed,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/screening/seed_1/results_screening_qed_1.yaml
medium,qed,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/screening/seed_2/results_screening_qed_2.yaml
medium,qed,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/selfies_ga/seed_0/results_selfies_ga_qed_0.yaml
medium,qed,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/selfies_ga/seed_1/results_selfies_ga_qed_1.yaml
medium,qed,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/selfies_ga/seed_2/results_selfies_ga_qed_2.yaml
medium,qed,smiles_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/smiles_ga/seed_0/results_smiles_ga_qed_0.yaml
medium,qed,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/smiles_ga/seed_1/results_smiles_ga_qed_1.yaml
medium,qed,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/smiles_ga/seed_2/results_smiles_ga_qed_2.yaml
medium,qed,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/stoned/seed_0/results_stoned_qed_0.yaml
medium,qed,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/stoned/seed_1/results_stoned_qed_1.yaml
medium,qed,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/stoned/seed_2/results_stoned_qed_2.yaml
medium,rot_bonds,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/gpbo/seed_0/results_gp_bo_rot_bonds_0.yaml
medium,rot_bonds,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/gpbo/seed_1/results_gp_bo_rot_bonds_1.yaml
medium,rot_bonds,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/gpbo/seed_2/results_gp_bo_rot_bonds_2.yaml
medium,rot_bonds,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_ga/seed_0/results_graph_ga_rot_bonds_0.yaml
medium,rot_bonds,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_ga/seed_1/results_graph_ga_rot_bonds_1.yaml
medium,rot_bonds,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_ga/seed_2/results_graph_ga_rot_bonds_2.yaml
medium,rot_bonds,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_mcts/seed_0/results_graph_mcts_rot_bonds_0.yaml
medium,rot_bonds,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_mcts/seed_1/results_graph_mcts_rot_bonds_1.yaml
medium,rot_bonds,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_mcts/seed_2/results_graph_mcts_rot_bonds_2.yaml
medium,rot_bonds,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/mimosa/seed_0/results_mimosa_rot_bonds_0.yaml
medium,rot_bonds,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/mimosa/seed_1/results_mimosa_rot_bonds_1.yaml
medium,rot_bonds,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/mimosa/seed_2/results_mimosa_rot_bonds_2.yaml
medium,rot_bonds,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/moldqn/seed_0/results_moldqn_rot_bonds_0.yaml
medium,rot_bonds,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/moldqn/seed_1/results_moldqn_rot_bonds_1.yaml
medium,rot_bonds,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/moldqn/seed_2/results_moldqn_rot_bonds_2.yaml
medium,rot_bonds,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent/seed_0/results_reinvent_rot_bonds_0.yaml
medium,rot_bonds,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent/seed_1/results_reinvent_rot_bonds_1.yaml
medium,rot_bonds,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent/seed_2/results_reinvent_rot_bonds_2.yaml
medium,rot_bonds,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent_selfies/seed_0/results_reinvent_selfies_rot_bonds_0.yaml
medium,rot_bonds,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent_selfies/seed_1/results_reinvent_selfies_rot_bonds_1.yaml
medium,rot_bonds,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent_selfies/seed_2/results_reinvent_selfies_rot_bonds_2.yaml
